"2017-04-08 00:00";"282.646";"295.234"
"2017-04-08 01:00";"282.86";"294.519"
"2017-04-08 02:00";"286.246";"293.66"
"2017-04-08 03:00";"289.846";"293.66"
"2017-04-08 04:00";"287.557";"290.871"
"2017-04-08 05:00";"285.053";"285.793"
"2017-04-08 06:00";"283.361";"290.132"
"2017-04-08 07:00";"281.668";"287.438"
"2017-04-08 08:00";"278.998";"283.647"
"2017-04-08 09:00";"281.978";"291.157"
"2017-04-08 10:00";"281.835";"291.419"
"2017-04-08 11:00";"284.72";"284.982"
"2017-04-08 12:00";"282.359";"285.983"
"2017-04-08 13:00";"279.617";"283.599"
"2017-04-08 14:00";"282.097";"292.254"
"2017-04-08 15:00";"287.533";"289.178"
"2017-04-08 16:00";"281.31";"283.289"
"2017-04-08 17:00";"289.941";"292.73"
"2017-04-08 18:00";"280.309";"290.489"
"2017-04-08 19:00";"285.363";"286.842"
"2017-04-08 20:00";"287.152";"291.705"
"2017-04-08 21:00";"284.338";"286.961"
"2017-04-08 22:00";"284.1";"287.962"
"2017-04-08 23:00";"284.529";"294.853"
"2017-04-09 00:00";"285.912";"288.272"
"2017-04-09 01:00";"287.843";"296.498"
"2017-04-09 02:00";"284.362";"285.936"
"2017-04-09 03:00";"279.784";"294.304"
"2017-04-09 04:00";"291.324";"294.137"
"2017-04-09 05:00";"290.609";"295.949"
"2017-04-09 06:00";"281.549";"283.957"
"2017-04-09 07:00";"289.345";"291.896"
"2017-04-09 08:00";"287.438";"291.515"
"2017-04-09 09:00";"284.624";"288.415"
"2017-04-09 10:00";"282.979";"287.009"
"2017-04-09 11:00";"291.92";"295.973"
"2017-04-09 12:00";"277.901";"287.485"
"2017-04-09 13:00";"280.953";"286.627"
"2017-04-09 14:00";"285.745";"287.819"
"2017-04-09 15:00";"279.26";"282.431"
"2017-04-09 16:00";"282.193";"283.122"
"2017-04-09 17:00";"274.658";"281.215"
"2017-04-09 18:00";"281.859";"282.02"
"2017-04-09 19:00";"279.999";"286.675"
"2017-04-09 20:00";"283.742";"286.46"
"2017-04-09 21:00";"289.417";"292.087"
"2017-04-09 22:00";"281.859";"283.003"
"2017-04-09 23:00";"286.079";"292.015"
"2017-04-10 00:00";"289.56";"290.656"
"2017-04-10 01:00";"283.075";"286.222"
"2017-04-10 02:00";"287.819";"295.854"
"2017-04-10 03:00";"293.112";"295.711"
"2017-04-10 04:00";"286.365";"293.66"
"2017-04-10 05:00";"290.561";"295.306"
"2017-04-10 06:00";"287.533";"291.086"
"2017-04-10 07:00";"283.861";"291.562"
"2017-04-10 08:00";"291.038";"292.158"
"2017-04-10 09:00";"279.737";"279.737"
"2017-04-10 10:00";"284.243";"290.561"
"2017-04-10 11:00";"291.801";"293.875"
"2017-04-10 12:00";"287.128";"288.534"
"2017-04-10 13:00";"285.53";"294.972"
"2017-04-10 14:00";"283.313";"293.875"
"2017-04-10 15:00";"280.5";"282.669"
"2017-04-10 16:00";"283.504";"287.39"
"2017-04-10 17:00";"286.889";"289.536"
"2017-04-10 18:00";"283.48";"290.275"
"2017-04-10 19:00";"275.66";"281.072"
"2017-04-10 20:00";"277.257";"284.6"
"2017-04-10 21:00";"291.562";"291.753"
"2017-04-10 22:00";"291.705";"297.785"
"2017-04-10 23:00";"289.202";"294.352"
"2017-04-11 00:00";"289.631";"300.503"
"2017-04-11 01:00";"291.252";"292.325"
"2017-04-11 02:00";"289.154";"292.063"
"2017-04-11 03:00";"293.589";"298.143"
"2017-04-11 04:00";"284.004";"297.475"
"2017-04-11 05:00";"287.08";"289.846"
"2017-04-11 06:00";"287.676";"295.019"
"2017-04-11 07:00";"282.288";"293.017"
"2017-04-11 08:00";"283.265";"285.745"
"2017-04-11 09:00";"287.39";"291.634"
"2017-04-11 10:00";"289.393";"292.826"
"2017-04-11 11:00";"285.983";"287.485"
"2017-04-11 12:00";"281.668";"290.656"
"2017-04-11 13:00";"283.075";"288.32"
"2017-04-11 14:00";"276.47";"286.889"
"2017-04-11 15:00";"279.141";"281.382"
"2017-04-11 16:00";"281.215";"283.837"
"2017-04-11 17:00";"274.229";"288.153"
"2017-04-11 18:00";"276.375";"280.237"
"2017-04-11 19:00";"278.235";"284.863"
"2017-04-11 20:00";"284.672";"284.672"
"2017-04-11 21:00";"278.711";"293.66"
"2017-04-11 22:00";"283.861";"289.178"
"2017-04-11 23:00";"294.352";"296.092"
"2017-04-12 00:00";"289.56";"297.26"
"2017-04-12 01:00";"290.323";"295.21"
"2017-04-12 02:00";"292.182";"294.233"
"2017-04-12 03:00";"287.795";"294.614"
"2017-04-12 04:00";"285.626";"293.446"
"2017-04-12 05:00";"280.977";"288.654"
"2017-04-12 06:00";"288.701";"292.421"
"2017-04-12 07:00";"278.354";"290.728"
"2017-04-12 08:00";"285.053";"302.816"
"2017-04-12 09:00";"287.676";"292.969"
"2017-04-12 10:00";"292.23";"296.521"
"2017-04-12 11:00";"279.188";"286.436"
"2017-04-12 12:00";"280.023";"290.394"
"2017-04-12 13:00";"279.689";"288.654"
"2017-04-12 14:00";"280.714";"289.703"
